ID,Channel,Content Length,Content
560285945237078034,general,16,‘ ‘ ‘ jjjj ‘ ‘ ‘
560285983657164812,general,4,Help
560286536285814784,general,86,``` for a great low rate you can get online_ go to the general and save some time! ```
560286689264664616,general,16,I can talk again
560286957171769357,general,22,<@!523930253769572373>
560287200005324820,general,38,My dad is thanos so I’m using it twice
560287300131618825,general,25,DAD! COME SNAP THIS DUDE!
560287502041219073,general,16,Raki face reveal
560287647956992013,general,17,No mine is better
560287707130101780,general,2,Ok
560287760590831630,general,4,Shut
560287941973377064,general,41,Guys I got a really important personation
560288008306294804,general,0,
560288124228468747,general,0,
560288251462680588,general,2,Ok
560288318798037004,general,11,Panda farts
560605734463733770,general,12,Breaks chain
560608873094840332,general,23,Thanks Leon for my card
560609280193986561,general,18,I have no homework
560609392852992021,general,0,
560609532447948837,general,36,Why can’t I get a card what did I do
560609635531489280,general,5,Thank
560609722672087070,general,25,How do I become important
560609882412154890,general,3,How
560610065065836554,general,41,Please let me get card last ask I’m lying
560624140256542731,general,0,
560624492888457216,general,0,
560624535976673281,general,2,Hi
560624718005141507,general,35,<@!523930253769572373> rate my card
560624860758540309,general,11,BUT COME ON
560624872750055424,general,6,Please
560624910033223700,general,16,It’s a good card
560624999078166568,general,31,Please you gave us the template
560625050953187349,general,6,Please
560625084797288459,general,10,Please ves
560625133551616001,general,16,Please oh please
560625321989373953,general,0,
560625442877341697,general,0,
560625505213218846,general,3,Rip
560625945199771672,general,7,HI DROP
560626041408847872,general,34,Drop is it fine if I use this card
560626102608068610,general,2,Ok
560626160304914452,general,4,What
560626169930842165,general,4,Lois
560626195998310422,general,11,Please Lois
560626211534143488,general,3,Hey
560626221361266690,general,4,Lois
560626271894110258,general,4,Lmao
560626332757655572,general,22,Ok I gotta take a bath
560626437309202434,general,24,Or shower I can’t decide
560626889996107786,mutedvc,40,I gotta bath appointment ill be back tho
560630936132124701,general,18,I’m in the bath rn
560630983108460565,general,11,Pretty warm
560631012581965864,general,15,I’ll talk later
560631111189921792,general,20,Gotta scrub my balls
560631236234706964,mutedvc,15,I’m in the bath
560647651914416130,general,10,Sleep time
560647662689321001,general,3,Bye
560647815261585420,general,4,What
560647834987266068,general,2,Oh
560648427860656128,general,29,And nothing of value was lost
560648459330256898,general,9,I’m sorry
560648543648612353,general,0,
560648697843548162,general,0,
560648768282951711,general,3,Gay
560648871374749719,general,31,Up my ass and around the corner
560649001469345802,general,12,That’s where
560649166087520257,general,10,Sponge bob
560649314729459712,general,12,Ok bye y’all
560649364628832283,general,14,Goodnight Lois
560649445088296960,general,19,What are you saying
560649493570256896,general,2,Oh
560649513115844619,general,3,Nvm
560649594002866210,general,46,By the time I get back my card better be ready
560979476729561109,general,11,I love this
560980038003064842,general,71,It’s my Switch tho I just let them play on it because they asked nicely
560981767369261069,general,21,Idk you seem like one
560981836336201728,general,13,Oh shit sorry
560982056264531973,general,3,Idk
560982107636105226,general,25,How you talk and your pfp
560982177962000384,general,2,Ok
560982252817874964,general,11,Face reveal
