ID,Author,Content Length,Content
560285413856641024,lefrogmin,88,banh how do i do my presentation without messing up somehow <:jester:497625109721382912>
560285436468133911,Akash,34,<:jestersleepy:558440099394748416>
560285479950614528,Hannah,27,imagine everyone else naked
560285505992917022,lefrogmin,27,<:aoBUP:553686774854189058>
560285545842868224,Hannah,56,nah but you'll be fine <:TohruStronk:555798810702381056>
560285561777291265,Hannah,24,just tell us how it goes
560285581427605504,Hannah,29,how long is the presentation?
560285691003535361,lefrogmin,47,7-15 minutes +Q&A  <:jester:497625109721382912>
560285731021651969,Hannah,11,oh goodness
560285741482115102,Akash,65,if i were there i'd ask you a bunch of hard complicated questions
560285749665071105,Hannah,14,what's it over
560285768149368833,lefrogmin,56,im aiming for 5 minutes <:jesterdeep:525693081828196362>
560285812915306516,lefrogmin,66,how drugs are forbidden knowledge <:jesterdeep:525693081828196362>
560285858692071434,Hannah,23,presentations are drugs
560285885049077760,lefrogmin,27,<:hmmm2:541313158787104798>
560285931475697674,lefrogmin,32,should i add a 2nd nixon picture
560286028703858718,lefrogmin,72,actually nvm i dont have anywhere to put it <:sadcat:460535420640428032>
560286180156112906,lefrogmin,199,the projector in the room that we're in tomorrow always messes up and the teacher gets frustrated and cancels class halfway through so i might just have to show it to him <:lemons:322459208731721738>
560286234811957259,Henry,9,f0rb1dd3n
560286238708334602,lefrogmin,49,pray for good rng <:slimecozy:559886429153525841>
560286587221704714,Hannah,9,i will ^^
560286704221683714,Trilos,7,**pray*
560286783582109697,Trilos,49,stuttering is ok_ remember that u are the scatman
560286817048461333,Nekomusume,20,....................
560286874359562291,Trilos,25,<:wan:323244573478617088>
560286898309038081,Nekomusume,33,<:popolionugh:231175622108381184>
560287033466290186,Hannah,55,the main objective is knowing what you're talking about
560287051535351819,Hannah,30,so stuttering isn't a big deal
560288428735070208,lefrogmin,33,<:JesterParty:524335429340626947>
560599187784466442,Henry,23,anothr 4 ish pgs 2 covr
560599194239500289,Henry,4,meyb
560599222387343382,Henry,17,thn i done fr now
560599235595075588,NoSkillieGhillie,4,Baku
560599260530475028,NoSkillieGhillie,14,If you do fast
560599279190933504,NoSkillieGhillie,22,I'll give you a selfie
560600281201508366,Korodrus,31,Esq arent you supposed to slep?
560600294925402112,Esqualeto,4,Soon
560600325115871234,●Jaden●,15,Good Night Axis
560600346318077973,Korodrus,16,sleep well jaden
560600346896891924,Esqualeto,14,Good night jad
560600368137109534,kippi,30,<:cozy:339024092298608640> _ _
560600377502728192,Esqualeto,3,5ma
560600428497076225,Esqualeto,17,I already smashed
560600437212971019,Korodrus,5,smash
560600459174477839,Korodrus,2,me
560600505504628758,Esqualeto,26,If you come gamescom maybe
560600535170940949,Korodrus,11,when is it?
560600588946112522,rCake,6,Corn 🌽
560600593014456340,Li,11,Night Jaden
560600616041185280,Korodrus,10,hello caek
560600664233738242,Esqualeto,10,Hello caky
560600855578017822,Akash,15,nice stream esq
560601321170927689,Esqualeto,12,Thanks Akash
560601324950126602,いいね！～,4,Nice
560601343774162956,Esqualeto,9,Heya iine
560601371435335690,いいね！～,20,I seen it from a sec
560601541493653517,Esqualeto,21,How are we doing iine
560601593536315397,いいね！～,5,Tired
560601652902494208,Ech0,36,iine <:aquaSmile:354438292189741057>
560601705746792450,Henry,85,ik a portugese word from th 16th c thx 2 my monkey class <:lemons:322459208731721738>
560601730568552451,Li,29,iine<:wan:323244573478617088>
560601734683295754,Esqualeto,7,Tell me
560601787590246400,Henry,38,~~No <:raphiohou:495585516813680650>~~
560601800969945148,Esqualeto,3,Pls
560601821014523915,Henry,81,Talapoin originally comes from 16th century portuguese word meaning buddhist monk
560601847451353101,Esqualeto,1,🤔
560601863461011458,Esqualeto,18,I didn't know that
560601870998175745,Esqualeto,7,Thankss
560601901805338645,Henry,23,a smol old world monkey
560602027718082602,Henry,0,
560602045384753153,Henry,11,smol monkey
560602046018093067,Esqualeto,8,Ah I see
560602213962088449,Henry,49,and thn thers ths thng called allens swamp monkey
560602236393357312,Henry,35,sounds liek a meme mor thn a monkey
560602245431951361,Henry,28,<:lemons:322459208731721738>
560602246430326805,Index,28,<:lemons:322459208731721738>
560602398352080919,Akash,5,henry
560602427854815232,Akash,68,what's your favorite humanoid <:JesterSunglasses:524335254455058436>
560602433152221207,Henry,1,💸
560602477129498634,Henry,38,fav humanoid <:hmm:370392598868918275>
560602671963439114,Henry,29,idk <:hmm:370392598868918275>
560602717014327335,Akash,55,cro magnons are cool <:speedyJester:527138776624005130>
560602738883428382,Akash,33,i also studied neanderthals a bit
560602755652124702,Akash,34,<:jesterCowboy:528358091683528704>
560603191654481941,Konan020,19,Akashs are minority
560603210943954944,Konan020,28,<:jester:497625109721382912>
560603746112110623,Konan020,39,dont leave <:jester:497625109721382912>
560605737861120030,いいね！～,18,1 point every year
560607953846009891,☼mni,10,Ohhh nice!
560607987316555793,rCake,12,R u a hacker
560607988620984330,☼mni,36,Our server finally got screen share!
560608013900316673,rCake,28,<:aobwah:334467782181781504>
560608024956239876,☼mni,36,I've been wondering when it'd happen
560608033328070676,Banh Mi Dac Biet,4,what
560608051728613387,Swaggurai,30,<:aquaYeah:457164217196478465>
560608051741065241,Banh Mi Dac Biet,25,is that an actual feature
560608062142939147,lefrogmin,66,omni stop looking at my screen <:jesterVerySad:526118041327763457>
560608074977771534,☼mni,43,It's been rolling out for a good while banh
560608080400744458,Banh Mi Dac Biet,22,no one else can see it
560608112743284766,☼mni,42,But they've done it some servers at a time
560608164601397258,☼mni,45,Used it in a friend discord a month ago or so
560608224231948288,☼mni,70,So I was really surprised when I couldn't do it here last time I tried
560608268741771274,Ech0,21,Banh's the chosen one
560608276908212244,kippi,32,<:jester:497625109721382912> _ _
560608297682599957,Banh Mi Dac Biet,0,
560608307702923295,Banh Mi Dac Biet,15,it's still here
560608320017399818,Konan020,28,<:jester:497625109721382912>
560608334085095465,Hanky,3,uwu
560608336811393025,kippi,28,<:jester:497625109721382912>
560608352346963989,kippi,33,<:jester:497625109721382912>  _ _
560608369866702858,Konan020,33,<:JesterSanta:520152164375592970>
560608388262789120,kippi,32,<:chidab:403582762021421056> _ _
560608405564293131,Banh Mi Dac Biet,40,minion is talking so his thing is bigger
560608410832338945,kippi,14,advanced magic
560608442226835468,いいね！～,4,Banh
560608471037247488,Banh Mi Dac Biet,13,fuck phrasing
560608476322070531,cdxR2JZ,0,
560608497902026752,kippi,25,minyun has the biggest pp
560608499004866572,☼mni,23,See on the bottom there
560608524216958987,いいね！～,81,That screenshot belongs in <#199979364501159936> <:tiredpopo2:404388008872378388>
560608544932757520,☼mni,31,There's the screen share button
560608552717385739,Hanky,34,Chad <:moglove:405867553785774080>
560608570144587779,いいね！～,13,The upper one
560608635676262418,いいね！～,12,Hey Hankster
560608676944281620,rCake,4,iine
560608692060291082,Hanky,28,<:blush1:327311851882807306>
560608844758384640,AxisBot,93,📣  **[Team Team] Remipes** has started a voice chat in the **<#184728133713264640>** channel!
560608962693824522,kippi,33,<:nnaaa:364942022684966912> 👏 _ _
560609074958434305,🚀Magical Girl Ant🐜,16,banh infected me
560609120755908620,Zel,8,Me too!!
560609134828060682,Zel,9,Well then
560609172022886400,Akash,18,he infected me too
560609172526333962,cdxR2JZ,30,<:OMEGALUL:550821172376371212>
560609225206661121,Zel,0,
560609231946907649,Akash,21,he said he got tested
560609235092766753,いいね！～,22,Cakey long time no see
560609267196100618,Zel,13,Its spreading
560609272451432451,kippi,29,<:hmm:370392598868918275> _ _
560609592782880790,kippi,49,i enabled experemental and i dont have fullscreen
560609617034346499,lefrogmin,35,<:jesterVerySad:526118041327763457>
560609689012928525,🚀Magical Girl Ant🐜,0,
560609704666202152,🚀Magical Girl Ant🐜,13,it's horrible
560609760307838986,☀Seeker🌑,28,<:jester:497625109721382912>
560609778594742274,lefrogmin,39,<:slimechamp:427860522751229954> seeker
560609841136271361,☀Seeker🌑,39,Hey Frog <:PoiHeart:338420118033924099>
560609844034404352,Banh Mi Dac Biet,19,I don't have it now
560609853253615616,Banh Mi Dac Biet,9,I lost it
560610016932134922,kippi,10,i cant see
560610038448783360,kippi,39,<:popoliontired:231175621328240641> _ _
560610077317529600,Akash,38,<:JesterSunglasses:522160764593635340>
560610103561158676,🚀Magical Girl Ant🐜,26,video calls in servers now
560610349515014170,Banh Mi Dac Biet,10,I broke it
560610365852090378,Banh Mi Dac Biet,30,It doesn't work for me anymore
560618150379388928,Accelgod,80,So theyll just cut eu off instead of paying?  <:hmm:370392598868918275> can they
560618161972576278,Zel,186,A lot of the exempt stuff will get banned.  The reason is the filters are AI and they will be geared to the false positive side because that doesn't cost them money if they get it wrong.
560618605729939474,Konan020,32,<:slimechamp:427860522751229954>
560619813836423170,kippi,36,<:aquaPurify:390528309672411156> _ _
560620712172191755,rCake,61,They totally don’t steal our tech and make their own versions
560620728106352653,Hanky,39,Find me some yaoi for the morning Nomni
