ID,Content Length,Content
558433834488692758,45,<@232607508601110528> someone here likes u 😳😳
558433961982951425,9,Ges it is
560954634106306580,3,Yes
560954689798144001,20,Borderlands is aight
560954751378784286,8,Hi trish
560954772983906321,4,LMAO
560954792013201470,0,
560954933617360906,14,Tricia post it
560955038433017859,20,we all look retarded
560955086533296129,17,Except for me ofc
560955131114422272,14,Shut up dibble
560955151133966359,17,Go to bed grandma
560955179403444234,4,True
560955244683591759,18,Atleast i admit it
560955293887102996,11,Nithing new
560955343539273738,1,💀
560955377559273503,2,🐶🐶
560955407380643850,3,SMH
560955611156709386,36,<:PepeWheelchair:546475474411454474>
560955702584279084,29,Trish post the fucking selfie
560955770632404993,3,Smh
560962413097386045,53,She looked at my wrist and she had a heart attack yuh
560962517631762444,25,Just wanna hold hands bro
560962549542289473,3,Yes
560962705675124737,31,So uhh whos gonna hold my hand😳
560962761241264129,2,Oh
560962782758174721,14,I have 2 hands
560962840576393226,12,Yes they are
560963146844602393,45,[British screaming] Go bonkers aaa go foolish
560963291388706817,3,Yes
560963322111983657,0,
