ID,Author,Content Length,Content
558430262409691151,FormulatedMathematic,11,oh my lordy
558430270924259369,FormulatedMathematic,8,you lads
558431551306596374,>~{ᏩᎡᎪNᎠ}~<,57,<@!183377229097598977> how many points in tech for tanks?
558431587977396225,FormulatedMathematic,7,I dunno
558431595519016965,FormulatedMathematic,9,A billion
558431658009821199,>~{ᏩᎡᎪNᎠ}~<,3,30?
558431690188521473,FormulatedMathematic,10,30 million
558431854630535168,>~{ᏩᎡᎪNᎠ}~<,2,No
558431864457789460,>~{ᏩᎡᎪNᎠ}~<,2,30
558431907226845184,FormulatedMathematic,7,million
558431909575655435,>~{ᏩᎡᎪNᎠ}~<,51,<@!183377229097598977> what can I get with 30 tech?
558431930538917900,FormulatedMathematic,8,fuck off
558431990400155649,FormulatedMathematic,27,Note to slef rebalance tech
558432088504664065,>~{ᏩᎡᎪNᎠ}~<,24,WHAT CAN I GET GARFRICK?
558432147061473303,FormulatedMathematic,7,I dunno
558432164526424064,FormulatedMathematic,7,Bananas
558432536901189634,>~{ᏩᎡᎪNᎠ}~<,11,No fuck you
558432546720055297,>~{ᏩᎡᎪNᎠ}~<,12,Give me guns
558432807991509014,>~{ᏩᎡᎪNᎠ}~<,31,<@!183377229097598977> guns now
558434003619676192,FormulatedMathematic,181,<@117361819022131206> <@!231706807284793344> <@!523683195061796875> <@!322473743328739330> <@!320039437801226260> <@!306456142022967307> <@327608625944199168> yall have points still
558434044698820611,raki,28,i told you how to spend mine
558434080455131146,FormulatedMathematic,20,no you didnt liberal
558434122088054797,FormulatedMathematic,7,bite me
558434225674780702,raki,63,"<@&555223014292324352> Put 3 in Trade and 3 in Rubber Farming"
558434230292709399,raki,3,see
558434281186131970,FormulatedMathematic,30,that was earlier today libtard
558434304452067329,FormulatedMathematic,23,we got new points today
558434386081611777,FormulatedMathematic,3,dab
558434389567209472,FormulatedMathematic,3,dab
558434896050126852,Glitzerate,35,is that group everybody in the cgaf
558434991030272010,FormulatedMathematic,3,idk
558435113101164564,Glitzerate,3,nvm
558435158391390223,Glitzerate,27,Just people who have points
558440207570042881,zach,49,<@183377229097598977> how many people have points
558440241321476102,FormulatedMathematic,16,what was t h a t
558440252994355202,zach,47,<@183377229097598977> how many points do I have
558440297990848533,FormulatedMathematic,9,7 i think
558440323328638987,zach,2,ok
558440324679204894,FormulatedMathematic,6,yeah 7
558440353028636672,FormulatedMathematic,42,now make this quick i goota play minecraft
558440390991282206,zach,66,I'll put 4 in infrastructure_ 2 in agriculture and 1 into supplies
558440616539717632,FormulatedMathematic,6,ok bby
558449252691476480,king of no one,77,Anyone who gives me free point sim going to call an epic fortnite gamer homie
558449541830017044,Shmoopy,52,<@!183377229097598977> did you put my points to army
558449705017802762,king of no one,15,CHeck the sheet
558450240743669781,Glitzerate,45,I'm rejoining the game <@!183377229097598977>
558450271383060480,FormulatedMathematic,2,Ok
558450290529927181,Glitzerate,24,I need to do some things
