ID,Content Length,Content
560623883187650581,39,Arena mode for mobile player is hard 😭😭
560623989119254540,22,Skull trooper is trash
560624199836762122,42,<@559716045590495242>  I already know that
560624493626916893,31,<@559716045590495242>  what???🙃
560624564783284224,14,Me your u?????
560624712858992650,5,Agree
560624787056099328,76,If they don’t revert imma have to suffer in arena or suffer playing pubs lol
560624858732560395,9,U I guess
560624933365874701,10,Ur ttv tho
560625022822252544,14,What’s reaterd
560625199121170432,64,It makes it super hard to solo duo or squad with this new change
560625273599426561,39,The harvest rates and they drop no mats
560625420509249546,32,Nooo those ttvs killing me again
560625711719645194,65,<@514560617625944064>  bro just watch yt videos_ that should help
560625913075597334,12,Welcome dude
