ID,Content Length,Content
558815807681986570,8,not real
558815946924359703,15,too much makeup
558816193960607744,48,to hide their ugly faces_ to fit in with society
558816270158659585,15,deleted msg btw
558816569606668338,108,ppl are quick to judge ppl who are different_ the only way to fit in is to copy what everyone else is doinng
558816903670530070,22,furries have a bad rep
558817296085286912,30,just gotta " follow the trend"
558817446547423242,25,and ppl to interact with?
558817672331132948,87,its bc no one starts a conversation _ how do u expect ppl to talk without talking first
558818244228677642,34,ill sell my liver for a better one
558818336109232147,22,un questioning loyalty
558818533589647390,9,or donate
558819036063072257,22,me no like programming
558819110251921409,13,i did scratch
558819382093152267,4,cool
558820146135826472,11,watch a vid
558820246522298378,23,it gets u the main idea
558820366823456788,15,ask ur teacher?
558822888518713346,21,they are proud indeed
558823599713288195,37,an individual who studied programming
558823735616995328,38,everything seems hard until u learn it
558823785839722516,34,make video games like fortnite!!!!
558823965691215872,18,waste of time much
558824240963649538,130,imagine wasting your time to type an insult to a stranger on the internet whos probably not gonna read it<:LUL:370919755449892875>
558824431737241632,48,then realized the person u tryin to insults gone
558824559717908500,70,nah_ his insults arent even good_ more like playground insults at best
558824713129033748,64,just a lot of dicksucking insults _ and the classic cunt insults
558825123537223681,9,sad times
558825178956693514,38,its independent work to being with doe
558825258837082132,29,or should i say_ " home work"
559098069723906049,15,most definitely
559098185004351489,21,that sum weird fetish
559098372821221376,44,who gets turned on by a women having a dick/
559098435043590196,1,?
559098623413977095,36,too bad ull never have it in reality
