ID,Author,Content Length,Content
558756377275924511,SnakePin,5,!help
558756415552880641,SnakePin,20,what happened to evo
558777695056691210,Patrola,25,rip credit on google clud
558778347346460672,Patrola,34,```uptime NL 22:25:13 up 76 days```
558778353096851487,Patrola,4,nice
558778590506909711,Patrola,5,!ping
558778863006777375,Patrola,5,!ping
558778863899902008,EBotTest,5,Ping?
558778929973035018,Patrola,58,<@142242854167642122> are you gonna switch it to your vps?
558779002383368212,Delite,16,sometime in 2020
558779189432418318,Patrola,3,oof
558779194121912350,Patrola,3,Ksi
558779261838819348,Patrola,33,Do you have any free money on gc?
558779824953622548,Patrola,4,wait
558779881266348043,Patrola,27,Did you delete my ssh key=!
558780256690110484,Patrola,58,<@!247019307253366784> move evo to your free money account
558781351398998036,Patrola,5,!ping
558781352049377280,EBotTest,5,Ping?
558781372840542209,Patrola,8,!purge 2
558781382852214784,Patrola,5,!ping
558781383204536351,EBotTest,5,Ping?
558781391869837332,Patrola,8,!purge 2
559008320208371714,awsyoos,158,;compile pythonNL```pythonNLfrom flask import FlaskNLapp = Flask(__name__)NLNL@app.route('/')NLdef hello():NL    return "this is how you make a website in flask"NL```
559008327435288596,Compiler,0,
559009201347887104,awsyoos,214,;compile cNL```cNL#include <stdio.h>NLNLint main(void){NL    int day = 1;NL    float money = 0.1;NL    while(day <= 31){NL        printf("Day: %d\t Money: %0.1f"_ day_ money);NL        day++;NL        money *= 2;NL    }NL}NL```
559009211909144578,Compiler,0,
559009404184166435,awsyoos,216,;compile cNL```cNL#include <stdio.h>NLNLint main(void){NL    int day = 1;NL    float money = 0.1;NL    while(day <= 31){NL        printf("Day: %d\t Money: %0.1f\n"_ day_ money);NL        day++;NL        money *= 2;NL    }NL}NL```
559009410546925569,Compiler,0,
559009441387642891,awsyoos,16,that looks nicer
559013092193861632,ACBob,33,;compile cNL```cNL#include progNL```
559013100133810176,Compiler,0,
559013181662560277,ACBob,35,;compile cNL```cNL#include <prog>NL```
559013188029644830,Compiler,0,
559015593424977940,ACBob,33,...shuddup i know python the best
