ID,Author,Content Length,Content
558443918199619594,Nerfing Bartie,1,k
558444338145656835,ZorotheZoroark,85,Ok we are still waiting for a bug for Outlive 60  players and still not being patched
558444457087991838,ZorotheZoroark,23,Hope wont take long tho
558445360725491713,Rïe,34,I just completed the challenge lol
558445432490164254,ZorotheZoroark,20,Ya but bugged for me
558445471979405324,Rïe,7,Unlucky
558445483371266058,™™,36,<@422465148419309580> *texts a BOOK*
558445483471798272,Bully Hunter 77,51,Check your progress after you get back to the lobby
558445612987580417,™™,15,*bitch lasagna*
558446503719337984,FirstBornSlayer,25,eat my butt little niglet
558446574305542149,FirstBornSlayer,24,eat my ass little niggas
558446656098664459,FirstBornSlayer,25,_eat my ass little nigga_
558446809555664922,FirstBornSlayer,19,_nigga bitch asses_
558446878119690261,FirstBornSlayer,38,_go fucking die while fucking a nigga_
558446944632963203,(clan malo) veduxxi,4,bruh
558446950777618481,FirstBornSlayer,29,_get HIV little nigga bitchs_
558447150489534465,brotherbrutal,163,there should be a game mode where if you have the ice king skin you have a ice  power and if your the prisoner aka the fire king you have the power of lava or fire
558447457428832257,(clan malo) veduxxi,17,p a y t o w i n ?
558447515339325479,brotherbrutal,7,i guess
558447601150853120,(clan malo) veduxxi,44,I think the Leviathan ltm was similar right?
558447680049643521,brotherbrutal,17,who or what is he
558447735666376713,(clan malo) veduxxi,11,a leviathan
558447775969443860,brotherbrutal,10,whats that
558447850397237249,ZorotheZoroark,69,I bet we gonna get Infinity Gauntlet back before Avengers 4 comes out
558447882198581256,(clan malo) veduxxi,435,leviathanNL/lɪˈvʌɪəθ(ə)n/EnviarNLnounNL(in biblical use) a sea monster_ identified in different passages with the whale and the crocodile (e.g. Job 41_ Ps. 74:14)_ and with the Devil (after Isa. 27:1).NLa very large aquatic creature_ especially a whale.NL"the great leviathans of the deep"NLa thing that is very large or powerful_ especially an organization or vehicle.NL"it's a challenge to navigate a wheeled leviathan in rush-hour traffic"
558448073223831571,YTniterazer,35,<@!424554880661979146> ban for what
558448083499876363,brotherbrutal,89,women be like <:llama:327474651586494464>  dudes look like <:huskping:498229661516693509>
558448331995742219,(clan malo) veduxxi,23,white people be like: 🗿
558448431094300682,YTniterazer,3,lol
558448544160284692,(clan malo) veduxxi,25,black people be like: 🕶 🗿
558448553090088964,YTniterazer,42,I’m looking for duo for gauntlet naw dm me
558448762691780617,BakonOverlord,17,Fortnite is trash
558449073972183070,(clan malo) veduxxi,11,w e k n o w
558449151399034902,(clan malo) veduxxi,13,but here i am
558449511127711776,90210's Night,73,if they don't make a Wuhu Island mode for battle royale_ I will be pissed
558449582858829825,(clan malo) veduxxi,34,nah fam make that a different game
558449610956472350,Rïe,67,I cant wait for that stupid respawn van to come to this stupid game
558450083973038120,Teun,41,Why is headshotting a banana impossible ?
558450153837690901,Teun,33,That fucking skin is bullshit man
558450218056548352,FoxAwoo,158,dm me if you have dark vanguard or the new skin thats in the shop rn_ i wanna see what backblings go well on them and what skins go well with their backblings
558450694726746113,Loannnnn,108,Got into a match with a guy named “TheNoobPowner” and I couldn’t be any more disappointed by the name alone.
558450794718822401,TheLegendGinger.,54,The servers said no connection and its saying it again
558451322521649152,ɹǝɯɐ⅁looƆ,26,fortnite feels more broken
558451653678989313,ThyFriedChicken,79,<@297005230644527105> what are u talking about its so easy there heads are huge
558451934823186432,Apollo,125,luxe is the first black tier 100 skin as well as the first female tier 100_ epic really tryna push that political correctness
558452413665640462,Teun,51,<@472470828743655434> Bananas dont have heads idiot
558452454161645590,A Wagon,35,lmfao sjw's taking over fortnite xD
558452523782897664,DMN_MOCBROS,26,nae nae on those villagers
558452633028001832,ThyFriedChicken,77,<@297005230644527105> all skins have a head how else would you get a headshot
558452714779181056,A Wagon,38,banana skin has the biggest head lmfao
558452798937759745,ThyFriedChicken,7,exactly
558452903006699520,Teun,47,<@472470828743655434> I was kidding be calm sir
558454333382066176,CorruptDragons,75,If someone uses a ps4 controller on pc_ do they get grouped in ps4 lobbies?
558454418446745612,A Wagon,2,no
558454765449641985,CorruptDragons,6,thanks
558455096221106196,Amp,433,<:supplydrop:399613404131753995> != Scrim With Storm! =! <:supplydrop:399613404131753995>NLNL<:alarm:469114977341669426>  DM Aishon for more info!NL🛡 Add YNS Aishon on Epic to join!NLNL<:battlepass:394979262655889418>  Server - NAENL<:ninja:401482196751482880> Total players 16NL<:salt:401482196780843008> Storm is instant killNL🤘 Loadout - Blue pump_Ak_Blue ArNLMinis_Traps_ BandagesNLNL🏃 HURRY_ AND RESERVE YOUR SPOT!NLNLWe'd love to have you 💙
558455746707193905,(clan malo) veduxxi,7,🅱 🇷 🇺 🇭
558456396635570186,DMN_MOCBROS,28,180 WITH A FUCKING GOLD PUMP
558456471034134530,A Wagon,28,lul be happy you dont hit 43
558456537367183364,DMN_MOCBROS,5,REEEE
558456548565975040,A Wagon,56,only problem with the shotgun is the inconsistency of it
558456812093964298,Cliyz,28,Anyone want to trickshot NAE
558457114008223779,brithekitty,19,Anyone up to play ?
558457151581061121,SavageBeast717,4,yeet
558457221252644885,SavageBeast717,11,meme review
558457328769171466,LolPugz2018,26,B A T T L E    R O Y A L E
