ID,Author,Content Length,Content
558107148253659159,Branflakes,24,I would love to see that
558107450495205386,TwinSwords [Skill Connect],25,episode 23 previews where
558116007512899585,misterpool,56,was that the martial art skill from progressive he used?
558116038315868160,misterpool,22,/vs kuradeels appendix
558116729537167380,Føxy (DM for a good story),69,i completely forgot cardinal was a character for the longest of times
558433366383525908,HIRONYA,81,https://tenor.com/view/kirito-eugeo-sao-sword-art-online-alicization-gif-12706375
558436490808655873,Føxy (DM for a good story),14,they show that
558436519254425652,Føxy (DM for a good story),45,but not the struggles of them getting it down
558436556537593867,Føxy (DM for a good story),20,or the thought of it
558437785942491157,Alexan,89,It would've been cool if we actually saw that handshake build up throughout the two cours
558438341184323634,『💕Kirito Kun💕』,25,this gif is a bit clearer
558438382997602304,tiramisu,15,they're so cute
558438412978225158,『💕Kirito Kun💕』,6,indeed
558439089758666753,Føxy (DM for a good story),40,its like they know they are being filmed
558453327021473802,̶K̶i̶r̶i̶t̶o̶,26,https://tenor.com/5k5j.gif
558454603440455701,AsunasPersonalAsst,22,^gif that you can feel
558469762766864394,kswizzel,114,I would’ve laughed if one of those 2 used thier other than for a disrespectful attack before the dramatic swing 😂😂
558762340393287701,EnzerPyro,85,That sharp stick has been collecting Solus' light for almost 300 years now hasn't it?
558762393979715605,EnzerPyro,69,Doubly taking into consideration the behemoth of a tree it came from.
558766139489124352,Alexan,56,Yeah but who would be able to tell just by looking at it
558766322201133056,Alexan,143,"You use a wooden sword?"NL"Yeah_ but it's from a tree that literally absorbs everything holy around it in order to strengthen itself."NL"...Oh."
558766606612824254,「Kirito」,324,Okay_ so a friend is trying to argue with me that what Quinella did to Eugeo is sexual assault.NLNL     and like - what was sexual about it? aside from the fact that she stripped and poked around in his memories a bit NLNL     all she did was make him lay on her a little_ then boom remove core protection.NLNL  they did /nothing/
558766868270284801,「Kirito」,23,then he became a knight
558766871596498966,Alexan,88,We meme about it all the time_ but_ yeah_ Quinella did basically nothing sexual to Eugeo
558766918924763162,Alexan,68,Unless his pp got hard seeing her naked but she didn't *do* anything
558767037904846868,「Kirito」,42,Exactly_ she didn't do anything to do him.
558768344530944001,Siggy,40,Now_ she sure as hell violated his mind.
558768400181231616,Siggy,23,But no sexual stuff no.
558768938629201930,「Kirito」,78,There you go_ people are acting like that she raped him.NLNL   No no she did not
558769996726009866,kaantantr,135,Sexual Assault would require a sexual act. At most_ you can prosecute her for flashing_ but then again_ it's her private room ¯\_(ツ)_/¯
558770052284022784,kaantantr,55,Last I checked_ undressing in your room was not a crime
558770086387908609,Alexan,71,Eugeo only *almost* got wet_ but by then it was already bros before hos
558771446126608391,「Kirito」,104,Now here's a question_ how long did Kirito spend in the STL during his first dive?NLNL   during episode 1.
558784714899456001,kaantantr,11,> 10 daysNL🤔
558784749603389500,kaantantr,31,You mean "years" by any chance?
558814025346187274,Blayke Stelar,92,So_ just finished episode 18_ does 18.5 have any new info or anything that I'll want to see?
558814086754992149,Hardy,10,not really
558814976953942020,Blayke Stelar,21,Alright_ I'll skip it
558816111962095617,Alice Tsundere-Thirty,92,If you like seeing clips from previous episodes with filters on them_ go ahead and watch it.
558819692857393172,Kirito Synthesis Thirty-Three,37,I am excited about tomorrow's episode
558820303472558121,Blayke Stelar,17,Yeah I'm skipping
558828045746831390,Shitaku,13,me excite too
558828058962952192,Shitaku,6,is gud
558830958774845440,StratusAsterion,42,can't wait to see naked lady vs nerdy loli
558831130837778442,Shitaku,6,indeed
558831184344383503,Shitaku,45,I can't wait to see people's reactions mostly
558831240711766016,Shitaku,63,I'm pretty sure that's my only reason for visiting this channel
558831280377298946,Alexan,26,The jailbait of a lifetime
558831399139016705,Shitaku,52,it's all new and exciting and not at all predictable
558831428515921951,Shitaku,28,unlike certain previous arcs
558831681239515147,Shitaku,62,and finally it no longer feels a useless addition to the story
558831736234967041,Shitaku,60,so I wanna see what other people think otherwise it's no fun
558838921132245002,Hardy,64,Cant wait to see the reaction for this week episode and next one
558839530636181524,pikkuhukka /小さい狼,7,mew too
558847814944423966,Føxy (DM for a good story),37,remember_ high school girls never age
558849116919169047,Vorpal,3,man
558849128243920906,Vorpal,16,I just caught up
558849139274940417,Vorpal,9,holy fuck
558849168529948682,Vorpal,25,tomorrow is gonna be wild
558851892306903061,AsunasPersonalAsst,26,<:doot:342498590825906199>
558856935764393984,Blayke Stelar,19,Holy cow episode 19
558856965376311311,Blayke Stelar,30,Man Administrator is messed up
558861318564741160,Hardy,60,I have a feeling you will be up to date for tomorrow episode
558863158035611650,AsunasPersonalAsst,27,W O K E Quinoa memes coming
558865108609269762,Blayke Stelar,5,Maybe
