ID,Author,Content Length,Content
558108842483777548,MechSimple,35,e!coop violet-birth martianchickens
558108844912279564,Egg_ Inc. Bot,102,martianchickens (violet-birth)
14/50 Members
558112249433030666,Leo,31,e!coopad violet-birth thecoop22
558112251366866954,Egg_ Inc. Bot,97,thecoop22 (violet-birth)NLEggs: 8.08qNLRate: 36.4B/s (131T/hr)NLTime Remaining: 5d23h3mNL6/50 Members
558112606301323264,Leo,65,damn how’d they make that bot? There an egg inc api or something?
558113197802913822,couldnt think of a name,7,apple32
558113907697254400,AndyVshr,9,!?purge 2
558116991404212257,Squeepig,46,e!coop violet-birth pig1NLNLNo glitchers please!
558116994268921857,Egg_ Inc. Bot,90,pig1 (violet-birth)NLEggs: 15qNLRate: 50.4B/s (181T/hr)NLTime Remaining: 5d2h11mNL4/50 Members
558117600995966976,RocketHamster10,24,e!coop violet-birth pupu
558117602078228493,Egg_ Inc. Bot,92,pupu (violet-birth)NLEggs: 56.9qNLRate: 191B/s (688T/hr)NLTime Remaining: 5d8h35mNL20/50 Members
558118059517149214,couldnt think of a name,27,e!coop violet-birth apple32
558118060834160660,Egg_ Inc. Bot,97,apple32 (violet-birth)NLEggs: 82.6qNLRate: 300B/s (1.08q/hr)NLTime Remaining: 5d13h25mNL32/50 Members
558431554351792140,SoftwAir,29,e!coopad violet-birth lucacix
558431556524310531,Egg_ Inc. Bot,96,lucacix (violet-birth)NLEggs: 51.3qNLRate: 205B/s (738T/hr)NLTime Remaining: 4d11h23mNL18/50 Members
558439112063975424,ManyClouds,87,Diapers contract_ last 33 places available! Don't miss out! Join 'martianchickens' now!
558439935385010186,xepherys,30,e!coopad violet-birth xepherys
558439937041498112,Egg_ Inc. Bot,97,xepherys (violet-birth)NLEggs: 89.4qNLRate: 329B/s (1.18q/hr)NLTime Remaining: 0d16h7mNL43/50 Members
558440009846358026,xepherys,75,Can anyone come help pull us through the end? We had a bunch of folk bail 😕
558440784882434055,ManyClouds,39,Bailers ^^ welcome at martianchickens 😈
558441626184187924,ManyClouds,76,Only 32 spots left now_ they're going quick! Grab yours now! martianchickens
558442680749785088,diploadrauu,30,e!coopad violet-birth spacecat
