ID,Author,Content Length,Content
558455258754580512,the frenchiest fry,22,the lil meows I'm dead
558461806373371904,aggiemd91,32,Mama cat does not look thrilled.
558462390295986218,IdahoTBone,55,Tempest was having a really hard time_ it sounded like.
558467412023050240,the frenchiest fry,6,yeah 😞
558768821272313856,🐢🐊,0,
558769098708877347,the frenchiest fry,5,🌸🌸🌸🌸🌸
558788915432128516,Player3Th0mas,0,
558812788839940098,Player3Th0mas,85,I usually don't like Markiplierthat much_ but this was 30 minutes of enjoyment for me
558812805185273877,Player3Th0mas,28,https://youtu.be/IwHIKlK-4Dg
558823173328470036,Aesis,18,yes. that was good
558823240831729665,Aesis,94,if you havent seen his other similar videos (pole dancing_ horse riding) they are just as good
558845586355257364,the frenchiest fry,115,Man I love when teenagers try to fight me over the R-rated movie policy with me as if I don’t know how to do my job
558851417217957889,DEAD,16,just let them it
558852963360047133,Aesis,112,lesson of the day:NLdont criticize someone surrounded by white knightsNLyou're gonna get labeled as a big bad wolf
558854092571672586,🐢🐊,99,You ever just be in a mood where you just want to immerse your self in something that isn't reality
558854307043344424,Elessar,61,no. never. no fantasy worlds_ no epic adventures. not for me.
558854850448719894,🐢🐊,27,Cant tell if that's sarcasm
558855066493255691,Elessar,145,very much is. my online name for the last 35 years has been one version of one of the most epic fantasy heroes in all literature (and movies now)
558855071283281921,the frenchiest fry,53,I can’t_ I’d lose my job if people underage went in 🤷
558855232944078868,Elessar,45,i am often reading or watching fantasy worlds
558855581058859019,the frenchiest fry,39,I wish I was in a fantasy world too tbh
558855658422927410,🐢🐊,40,TIL that aragorn was also called elessar
558856420133699594,🐢🐊,114,this is the song that gives me the most vibes that puts me in the mood https://www.youtube.com/watch?v=lX44CAz-JhU
558856529697046531,🐢🐊,43,https://www.youtube.com/watch?v=IyYrHjyA25w
558856539906113556,🐢🐊,17,this one does too
558856714255073280,🐢🐊,55,sadly reading doesnt really imerse me that much anymore
558858146047590402,Elessar,88,Estel_ Thorongil_ Strider_ Dunadan_ Aragorn_ King Elessar Telcontar. a man of many names
558859066336870450,🐢🐊,22,Isnt it dunadai ranger
558859479811358729,Elessar,89,Dunedain are the rangers of the north. Dunadan is Man of the North and the Dunadan is him
558859571410632704,Elessar,73,tolkien was way too verbose_ though i love his world the detail is insane
558859679627739138,🐢🐊,4,ahem
558859706123419679,🐢🐊,22,***NERRRRRRRRRRRRRRRD*
558859750805340161,🐢🐊,10,***NERD***
558862620476833792,ThereIsNoBall,126,Too early to tell. Rassele could have just Wikipedia’d all that. Here’s the true test: Did you enjoy reading The Silmarillion?
558862903579639818,Elessar,195,never made it through. tried three different times. i LOVE the Lord of the Rings. the rest of Tolkien isn't great. The Hobbit is one of the best children's books ever_ but it is a children's book
558863164943368192,ThereIsNoBall,88,You passed the test. Any other answer would have told us you were a faker or casual fan.
558863258640056322,ThereIsNoBall,48,Especially “yes”. Then we’d know you were lying.
558863348867792896,ThereIsNoBall,1,🤓
