ID,Content Length,Content
558430473093644307,21,Rubikz Cubes are hard
558430988611485696,4,What
558431269982175263,63,Uhhh idk which it is called im doing the white cross as a start
558431564967706635,28,Ive got a white face but idk
558431718508593182,18,Ive got a white fa
558431744303562773,2,Ce
558431795851427860,32,Im trying to do the second layer
558432006480855040,26,I need to practice it more
558432145450991637,34,I havent mastered the movement yet
558432201973432350,3,Oof
558432583084539914,3,Oof
558432633802063872,22,The ehite fece is easy
558432674750922752,25,Anna deleted white + face
558432700919316483,12,Anna stop it
558432732573597698,32,Im not talking about racist shit
558432789901344788,52,Im talking about a cube that has forever burdened me
558438338730655744,49,I have one of the 4 corner pieses of layer 2 done
558438496830881792,3,oof
558438616934907908,35,Hehe i have a higher level than you
558438745553240064,39,Blue is the best number of the alphabet
558440068281401357,40,<@!141720135487586306> second layer done
558440610118369280,21,Somehow ive fucked up
558440930454011944,2,||
558441052512452608,20,Nvm matt i fucked up
558441079926554625,18,Matt ive messed up
558783988051869708,24,Flossy is only good joke
558787020642582538,27,*sends friend*NL*gets nuked*
558787372917981184,0,
558787548126773248,22,A stoopid intellectual
558787606280929280,10,No you are
558787940956897296,23,He us telling the truth
558788019155370007,39,<@!519658375391346698> is indeed lvl 29
558990915482419204,13,Sup subhumans
558990977398997002,14,Hello comrades
560599212451168256,71,I watched slice limes snapshot vid while you questioned me so its all g
560600243130073089,73,Minecraft isnt dead it just got ran over by a train and is now paraplegic
560600398680031242,60,Minecraft isnt dead but thanos snapped half of the community
560600608277528597,1,Y
560976219378810940,0,
560976498383781888,4,Labo
560976612502536256,30,I want the vr and vehicle sets
560976679753875466,19,Vehicle is for mk8d
560976774838747166,48,I would get the set with the gun and the glasses
560977220848582666,26,Pat a transcatgirl imstead
560977382396133376,26,20 % is smaller than 20.1%
560977576252801044,24,Cat girls are better tho
560977669265817600,7,Are too
560978986516217867,13,VPN activated
560979074349006848,4,Succ
560979137108377610,3,Sek
560979458878865409,0,
