ID,Author,Content Length,Content
558108690641715201,rob,11,oh man haha
558112205506347058,grack,2,um
558112217070043146,grack,2,ok
558112227710861312,grack,11,i am freake
558112250003718154,grack,46,but some people's presentations were super dry
558444786680594442,grack,0,
558444809610854401,grack,37,My group literally never communicates
558444847032303626,grack,56,And then I swear to god if they're like oh where are you
558455665215930368,silvershrimp0,11,don't worry
558455667527254036,silvershrimp0,27,they will probably drop out
558456422481002547,silvershrimp0,14,and become jws
558458280503148545,grack,3,ugh
558459245914226711,silvershrimp0,34,is your mom still being difficult?
558462992203907093,grack,11,not anymore
558463027574472737,grack,48,but she still talks to me about the world ending
558463029671493632,grack,3,ugh
558463037250600965,grack,0,
558463044917788672,grack,21,this girl in my group
558463052169740298,grack,19,is literally stupid
558463103822462976,grack,52,we've been using harvard referencing this whole time
558463364578148352,silvershrimp0,7,be like
558463391774146590,silvershrimp0,17,"LOOK HERE BECKY"
558463450787872770,grack,13,she's so dumb
558463458308390915,grack,9,holy crap
558463468580241428,silvershrimp0,55,"I DON'T GIVE A SHIT WHAT YOU JUST DID. GIVE ME A TIME"
558463493385355306,grack,50,and what's even more yikes is that she's my friend
558463526130417684,grack,40,it's a bit too late to be meeting up now
558463559407763467,grack,49,we can probably just do a video call or something
558463562037854209,silvershrimp0,9,shake her
558463908113809439,silvershrimp0,83,be like "BECKY I CANNOT HAVE A REPUTATION FOR HAVING DUMB FRIENDS. GET IT TOGETHER'
558464418048901121,grack,10,yes shrimp
558464933981847553,silvershrimp0,117,I'm supposed to meet my mom next week to redo her taxes so she can file with dad and he can get his insurance credits
558465031847673868,silvershrimp0,104,I still can't believe he called me in the middle of the day to ask me to add a bunch of numbers together
558465076496039948,rob,24,<:xd:336544109743308800>
558465179554414613,silvershrimp0,87,he called me again later today and asked me to run that VIN when I didn't call him back
558465217487568916,silvershrimp0,31,I was like_ "That costs money."
558465315625762846,silvershrimp0,29,"OHHhhhhh. Damnint. Ok_ bye."
558465541593890826,grack,10,ohhhhhhhh.
558465551324938261,grack,7,ok_ bye
558465620245741579,silvershrimp0,14,like seriously
558465639736672258,silvershrimp0,26,learn to do stuff yourself
558470384727359489,grack,2,>:
558470396152905749,grack,16,poor shrimpy dad
558472001354989609,rob,29,just facetimed with my nephew
558472011513462794,rob,40,hes crawling <:lovep:467281816449974282>
558473912414109726,panda,29,<:cornUWU:511934230268477450>
558781607188758531,yowlet,54,<@387185473556185090> Help I'm going sicko mode on him
558795800554242049,grack,4,What
558804523209195540,meerkat,111,I want to have some drinks but not sure how. Cold sensitivity at the back of my throat but the Pepsi is cold :(
558807210327539713,yowlet,39,<@387185473556185090> RIGHT you're here
558807225335021608,yowlet,12,Talk on snap
558816899572695040,grack,61,Look Dolores I've continually told you to stop talking to him
558816917289304065,grack,31,But you continue to talk to him
558816947643351040,grack,24,And talk to me about him
558816960050102327,grack,19,But nothing changes
558817088689537045,grack,90,What's the point of me listening to you rant about him if you just continue to talk to him
558818154235560001,silvershrimp0,26,Digiorno is fat shaming me
558818167825104917,silvershrimp0,0,
558818312407089167,silvershrimp0,75,In other words_ don't eat the whole thing yourself you fat friendless loser
558823123445612555,navi,23,dont listen to digiorno
558823134258790401,navi,20,eat the entire thing
558823614737022976,silvershrimp0,29,THANK YOU FOR THE AFFIRMATION
558823677999972362,silvershrimp0,26,https://tenor.com/uvCy.gif
558823679312789504,navi,32,eat the WHOLE PIZZA out of SPITE
558823713924055040,silvershrimp0,9,I'M GONNA
558823737261162515,navi,7,GOOD!!!
558823758429683722,silvershrimp0,18,I MIGHT NOT THOUGH
558823797587968012,silvershrimp0,37,THE WHOLE THING IS LIKE 1800 CALORIES
558823823261302784,silvershrimp0,20,BUT I'M GOING TO TRY
558823934133534720,navi,33,DON'T LET YOUR DREAMS BE DREAMS!!
558824075254824971,silvershrimp0,26,https://tenor.com/u4AY.gif
558824857152913426,grack,3,Who
558824924958031878,silvershrimp0,13,honey boo boo
558827804779741228,Ed,37,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
558828203947327498,meerkat,18,A WILD ED APPEARED
558829649095032844,silvershrimp0,0,
558837485854130177,grack,10,ED IS BACK
558837490925043724,grack,4,HAIL
558837508092329993,grack,11,scary wanda
558837655404544015,Ed,2,NO
558843107836166144,meerkat,34,I found a cancer discord server :)
558843153793417217,meerkat,36,but it's kinda quiet there right now
558844191195529217,grack,32,are there any other ones around?
558847290173816843,meerkat,34,well this one is for the subreddit
558847303650115584,meerkat,9,so i duno
558848379132575757,grack,14,google search?
558849256136376332,meerkat,34,we are talking about pc parts lmao
558851607874371594,grack,21,in the cancer discord
558856453021106186,meerkat,3,yes
558858397110501376,grack,16,i am the big sad
558858416186064896,grack,53,there's someone at work who gives me shit every shift
558858426202193930,grack,27,and im so close to quitting
558858447261663262,grack,35,and my favourite manager is leaving
558858473203302420,grack,51,and she's being replaced by all these shit managers
558858475816615966,grack,3,ugh
558861358859550743,rob,49,this seems familiar <:pcringe:546407692772835360>
558861857469759488,grack,4,goob
558861966051901452,meerkat,4,boob
558862015607734272,meerkat,27,SO MUCH DRAMA JUST STOP PLS
558862028505219077,meerkat,9,BE NORMAL
558862125540442132,rob,127,?bab meerkat caps in kids table <:angermeme:468950788354605057> <:angermeme:468950788354605057> <:angermeme:468950788354605057>
558862125565739019,Dyno,160,meerkat was babbed from /r/oldpeoplefacebook: caps in kids table <:angermeme:468950788354605057> <:angermeme:468950788354605057> <:angermeme:468950788354605057>
558862396605726740,silvershrimp0,28,?stab <@!284477086037704724>
558862442453532685,meerkat,1,🔪
558862496300138497,meerkat,22,me and rob are eloping
558862561009729566,silvershrimp0,9,mazel tov
558862595189243934,meerkat,32,<a:partytime:452009028416045056>
558862668791021600,grack,8,no drama
558862676197900310,meerkat,31,<a:appParty:493848531346653224>
558862708728922142,grack,29,aww i want that partytime one
558862735094579211,grack,31,but my ntiro runs out in 2 days
558862884013342766,meerkat,2,ha
558863062539698197,meerkat,48,tonight is the best i've felt in the past 3 days
558863080524742667,meerkat,20,thanks to the liquor
558863092088569866,meerkat,3,lol
558863227220525075,meerkat,48,I only hope I feel this great in the morning too
558863466849501194,meerkat,55,:( on the cancer server_ this guy's dad died I think :(
558863620247912468,silvershrimp0,30,<:sadreact:535327602949226507>
558863686253543462,meerkat,0,
558863847440646166,rob,16,damn that is sad
558863904760135690,rob,69,i’m sorry but i can’t elope with you sweaty <:fbm:241228608864124928>
558863911458308104,meerkat,29,<:sadpepe:503160173108396042>
558863923856539659,rob,22,i am married to gladys
558864399402795038,meerkat,31,oh me and my bf got engaged btw
558864610191605771,meerkat,30,These are our engagement rings
558864615036026890,meerkat,48,I know his has no stone but we don't really care
558864693817769985,meerkat,53,mine wasn't expensive anyway... I already had it lmao
558864775979728897,meerkat,81,I bought him the gold one_ and decided to wear the red stone just so I'd have one
558864862466277376,meerkat,58,anyway I found some nice rings on amazon for wedding rings
558865403745665049,meerkat,44,I think something like this would match nice
558865446976356368,meerkat,17,for wedding bands
558865635002810379,meerkat,52,there are so many pretty rings simialr to this style
558865681517510659,meerkat,46,different colors and different metallic styles
558865728099319816,meerkat,0,
558865736479801344,meerkat,9,like that
558865781547597824,meerkat,16,I just like blue
558865798937182241,meerkat,8,and gold
558865929602072576,rob,54,awwww congratulations man! <:lovep:467281816449974282>
558865972610727937,rob,32,that silver ring is pretty sweet
558866075941470209,meerkat,18,mmmm it's not real
558866120044445706,rob,16,is it a hologram
558866119650443266,meerkat,26,and is half a size too big
558866156526501890,meerkat,3,yes
558866210398404608,rob,34,can you get it resized or anything
558866228278722562,rob,18,idk how rings work
558866612191756299,meerkat,30,I'm not sure what it's made of
558866659977330718,meerkat,39,I know you can't get everything resized
558866750381359115,meerkat,39,also__ incase anyone was ever wondering
558866840772935683,meerkat,0,
558866893323108362,meerkat,22,so this is not curable
558866920212922378,rob,13,your cancer??
558866929922605086,meerkat,3,yes
558866981110153236,meerkat,80,I took this picture when the doctor was looking at it an stepped out of the room
558867044246880256,rob,9,holy fuck
558867066929545229,rob,37,does it mean what i think it means..?
558867096142872578,meerkat,25,it's not curable durrrrrr
558867149607796758,meerkat,19,it's stage 4 cancer
558867150052524064,grack,6,AWWWWW
558867177868886016,grack,29,as long as you guys are happy
558867265676902401,rob,83,has your doctor told you yet? or you just saw that yourself and didnt say anything?
558867442009374786,meerkat,18,this is what I saw
558867443381043201,meerkat,0,
558867499257430018,meerkat,48,hopefully I blocked out everything important lol
558867537622990848,rob,40,i have no intention of stalking you lmao
558867640416731156,grack,36,are you going to take the treatment?
558867667545489419,meerkat,13,I am on chemo
558867681793540098,grack,6,FOLOX?
558867694250754054,grack,19,is that what it is?
558867719940997121,meerkat,10,folfox yes
558867765105262612,meerkat,30,I think I already posted a pic
558867785665478675,grack,6,folfox
558867787246993419,grack,4,yeah
558867792775086081,meerkat,44,a bottle I have to carry around for two days
558867848479506442,meerkat,35,I am off the bottle now for 12 days
558867861473460239,grack,9,yeah that
558867869975314472,grack,20,how are you feeling?
558867928213225472,meerkat,84,I was feeling like crap but I am drunk right now so <:ThinkShrug:356705760488587264>
558867970877685780,rob,17,understandably so
558868006801899541,meerkat,21,Best I felt in 2 days
558868047331328010,grack,44,good to hear <:pepeheart:538070250550329344>
558868074795892746,meerkat,20,ALCOHOL FOR THE WIUN
558868091996471308,rob,26,<:pepo:438273925793841153>
558868326823100446,meerkat,51,so yeah this guy's dad did die from cancer recently
558868329935142912,grack,54,are there any other treatments that you might undergo?
558868414563614731,meerkat,21,cancer discord server
558868436613201941,meerkat,2,:(
558868457999826944,grack,26,this is aesophageal right?
558868472076042240,meerkat,3,yes
558868493173391361,meerkat,10,esophageal
558868576488914974,grack,13,tomato tomato
558868693765980170,meerkat,136,chemo for 12 weeks_ every 2 weeks I have this bottle hooked up to me while I go anywhere for 2 days_ then 12 days without it and repeat.
558868730046840843,grack,13,for how long?
558868734509449237,meerkat,26,I fucking hate this bottle
558868764184150016,grack,14,understandable
558868779052957712,meerkat,32,I am detatched from it right now
558868796236890132,rob,9,so i mean
558868872116174861,rob,47,man ill be honest i don't know what to say here
558868898230042624,grack,9,me too...
558868949547220993,meerkat,103,it's basically 2 days of attached chemo_ then 12 days of nothing so my white blood cells can regenerate
558868957931765790,meerkat,11,then repeat
558868974117322762,rob,5,right
558868992291504157,grack,22,repeat for how long...
558869018170228736,meerkat,22,12 weeks_ 6 treamtents
558869049669582858,grack,24,what happens after that?
558869069210583040,meerkat,17,another CAT scana
558869120058392576,meerkat,28,to compare to the first scan
558869144158601227,meerkat,27,to see how the cancer looks
558869172684324884,grack,36,i hope it improves by a big fat heap
558869176710725632,rob,69,at the risk of being crass or blunt_ is there a chance for remission?
558869249188429836,meerkat,69,all I can say_ is the radiation I was getting has helped tremendously
558869282931605545,grack,20,that's great to hear
558869301965225991,meerkat,11,for example
558869382445400075,meerkat,71,November_ when I first went to the doctor_ my swallowing was pretty bad
558869427135709205,meerkat,51,I started radiation in February and it was the same
558869499600961556,meerkat,75,Radiation affects the tumor directly_ so it was making it inflamed and sore
558869546803658752,meerkat,56,By the end of radiation I couldn't even eat a french fry
558869593674743808,meerkat,47,But now_ I can swallow anything without problem
558869622263250944,rob,17,well that is good
558869642395910146,grack,17,that is wonderful
558869671278018560,rob,10,_anything_
558869676663242755,rob,27,<:psmug:529191927380443163>
558869697307738112,grack,18,you disgusting boy
558869700260397076,Nadeko,16,AMEN SISTER !!!!
