ID,Author,Content Length,Content
558447934753210368,🍅M3M3F!ND3R Bason🍅,87,Suggestion: someone make an emoji for "mute" (like the <:Ban:528199180578193423> emoji)
558453050231226368,๖̶̶̶ζ͜͡GSTWallhopsYT®♥,37,suggestion:Please give me role thanks
558466554858045452,Teddy,1,k
558466555529265154,Teddy,1,f
558466556141502466,Teddy,1,f
558466557286809600,Teddy,1,f
558466558104567829,Teddy,1,f
558466559299944448,Teddy,1,f
558466560331743232,Teddy,1,f
558466561061683201,Teddy,1,f
558466562428895252,Teddy,1,f
558466563498573826,Teddy,1,f
558466596675518476,Teddy,1,f
558466597321441292,Teddy,1,f
558466598050988036,Teddy,1,f
558466598633996318,Teddy,1,f
558466599175192576,Teddy,1,f
558769536615186444,IsraelDias125,43,https://www.youtube.com/watch?v=TQnCg9635Bc
558769585390878723,gabe,57,?mute <@485282451388760083> 60m use the channel correctly
558826255177482271,enchantedcookie,16,can we have nsfw
558829445105057803,gabe,2,no
558831511697358848,Hans5958,40,this server should be discord partnered!
558831566969634827,Connor,9,A DJ ROLE
558831610259177497,Connor,30,way too many problems in music
558831732728791050,Connor,87,song stuck on loop and we need 3 skips but no one else will its played like 4 times now
558833114353500201,Connor,27,_gi me dj role if u add it_
558833457279795211,gabe,27,we’re figuring it right now
558833468209889281,gabe,7,it out*
